"threshold","sensitivity","specificity","ppv","npv","accuracy","AUC","coefs","Prev"
0.11166732500338,0.841274447803308,0.814105508923069,0.340042266161754,0.978891021935548,0.816874103814167,0.902369410394956,8.96,0.099645
0.5,0.339846526726438,0.984557341511984,0.711667279996063,0.930394884535568,0.919830800114712,0.902369410394956,8.96,0.099645
0.512093739073172,0.842924264541911,0.807837898130565,0.332078709531471,0.978892447908177,0.811373673644967,0.899744189737561,10.46,0.099645
0.500081487311759,0.840924454695708,0.810642300996737,0.334055787680327,0.97868062267152,0.813708058503011,0.899963264239743,21.25,0.099645
0.416899363499521,0.840328414841689,0.80821960430739,0.331638567924858,0.978586923329374,0.811488385431603,0.898356636569399,18.21,0.099645
