"threshold.25.","sensitivity.25.","specificity.25.","ppv.25.","npv.25.","accuracy.25.","AUC.25.","coefs.25.","Prev.25.","threshold.75.","sensitivity.75.","specificity.75.","ppv.75.","npv.75.","accuracy.75.","AUC.75.","coefs.75.","Prev.75."
0.189587217381852,0.653760504201681,0.687198903606346,0.35855976976207,0.895849025543258,0.692715801548609,0.753803800832184,7,0.195875,0.217106343550943,0.714244020361235,0.742432619579994,0.38823200968668,0.908033788008803,0.725910524806424,0.765018008708069,8,0.2021
0.5,0.157486551105798,0.970883825201991,0.603524790859008,0.820951733496018,0.811012331517063,0.753803800832184,7,0.195875,0.5,0.187197570371578,0.977633487710716,0.656360240713841,0.830055976427499,0.819113851448236,0.765018008708069,8,0.2021
0.474886474148871,0.653817451205511,0.675296685942544,0.358589010516976,0.89536036098691,0.686406653283625,0.751322911714175,8,0.195875,0.525776603424215,0.723575600452947,0.736631088963176,0.387568956655816,0.907475091617041,0.722971035273874,0.763790710733309,10,0.2021
0.478928953649497,0.650669543127768,0.68618162316768,0.361328246933538,0.894661986074915,0.692142242615429,0.75109802076446,12,0.195875,0.530860237839504,0.71565391943386,0.748168429984232,0.392474835206933,0.906317032523235,0.727057642672785,0.764208940049062,17,0.2021
0.406878363702153,0.644875350390648,0.692241605507065,0.356287699175135,0.892540956629854,0.691066819615716,0.743653709135811,20,0.195875,0.453841839036988,0.696313446582071,0.741362579824009,0.389103166971352,0.902844491268371,0.723903068540293,0.756974528591112,25,0.2021
