"threshold","sensitivity","specificity","ppv","npv","accuracy","AUC","coefs","Prev"
0.0309738165919371,0.72472451389247,0.715482259884141,0.0730192196430896,0.988812726135673,0.715744192715802,0.773714791775807,3.195,0.0288132
0.5,0.0314350151337954,0.999619990070009,0.721286069531237,0.97197974498617,0.971646114138228,0.773714791775807,3.195,0.0288132
0.500279621527795,0.718601362910024,0.701615861464267,0.0692262974332854,0.988360621625787,0.702105821623172,0.759790419478707,6.556,0.0288132
0.48128207845963,0.705490673845851,0.711376073468739,0.0702459771416956,0.98797776584806,0.711202466303413,0.758724748574758,30.172,0.0288132
0.415076978415851,0.703798064663158,0.710915634063555,0.0698625843667024,0.987901044221893,0.71070060223688,0.756445426059166,17.025,0.0288132
