"threshold","sensitivity","specificity","ppv","npv","accuracy","AUC","coefs","Prev"
0.202839508134175,0.686607731890751,0.716792980423963,0.374220262793914,0.901285134206374,0.710496128477201,0.760181247789387,8,0.19865
0.5,0.172108958293169,0.974428032578923,0.631174089068826,0.825923007153043,0.814740464582736,0.760181247789387,8,0.19865
0.502083404101724,0.685094317447259,0.71002787471573,0.369611799964107,0.900930259626598,0.704760539145397,0.75731895667807,9,0.19865
0.506876115336516,0.680452413523549,0.717748522669403,0.375526717871066,0.900761497109104,0.70877545167766,0.757430146750093,15,0.19865
0.428936209083212,0.670532707376271,0.717953240705268,0.371809228278467,0.897656914138598,0.707628333811299,0.750069983510853,23,0.19865
